True,Pred
92.24977339197856,92.39372879272094
92.24623165935874,92.41165038274
92.24179830038582,92.37512008889048
92.23920508826113,92.49574928837933
92.23481696843764,92.39445004733263
92.23070890069707,92.38852974258914
92.22700165941494,92.39039992661013
92.21936297897899,92.3834693268901
92.21936297897899,92.40988445070779
92.21743332903677,92.35454870328942
92.21336009682207,92.27598402482988
92.21316546146589,92.29858381928322
92.20710711776874,92.3313623878377
92.20268996618283,92.40469195947595
92.19709643273924,92.29905246994531
92.19373734390784,92.23750784344568
92.18790093267289,92.23858124194392
92.18239175876491,92.22817641017775
92.17934222412102,92.2068179220615
92.17390177195034,92.21677516068651
92.17170058786502,92.23347320517914
92.16697061990189,92.21117634560242
92.16222685235844,92.23248954278846
92.15929977928083,92.20347866527234
92.15758813077588,92.21466469654374
92.151773182678,92.21584043114154
92.14821995040792,92.19222571596114
92.14422273239165,92.19826577240958
92.14131743313587,92.2188617021047
92.13822660331265,92.18582619727461
92.13040775593602,92.19291008539071
92.12617614354765,92.2020622017859
92.12080065900706,92.18786225242341
92.11814813630349,92.17063573319699
92.11104641833568,92.18799584685935
92.10690172863198,92.20099750246024
92.10306361572042,92.19447005070406
92.09875951022728,92.19829287102256
92.09462086161565,92.16554775285786
92.08938516794544,92.19879956330439
92.08454815183092,92.16516001830892
92.08006231302822,92.18787499049753
92.07686160437049,92.17618048913722
92.07422157809737,92.18401098719141
92.07174498925498,92.16791675848073
92.06700162732773,92.16294100437189
92.06113496748178,92.1808852225958
92.05963907226484,92.1752681116329
92.05495960783136,92.21509000668532
92.05128620961,92.2066907139229
92.04747243366931,92.3279326354894
92.0440096279173,92.39456075465976
92.03897199576548,92.35043741219471
92.03407054708903,92.36126919382745
92.02911726584267,92.2646941730763
92.02502856843228,92.23242117488655
92.02227710990097,92.24460089676145
92.01811125911479,92.24250156548835
92.01568515654179,92.19654366418523
92.0104984820186,92.1843077256336
