True,Pred
90.01516056779684,90.33823022633501
90.00532356199074,90.3386145322848
89.9968860022124,90.3381447795866
89.98858008766369,90.32742918496551
89.97690659002096,90.30471506798885
89.96404460578673,90.28794011328081
89.96132707211842,90.28831706018049
89.95437890231355,90.28173479870016
89.94778519342195,90.28246211815193
89.93845841508961,90.2748087060456
89.92950817482082,90.26465362574064
89.92663650993649,90.24056622824769
89.91877745326342,90.22665189984882
89.91320706117214,90.20740675732313
89.9078688879952,90.22766867527127
89.90335084006855,90.22046498289343
89.89531966339031,90.24678339907572
89.88854197824615,90.23873464244446
89.88283421721964,90.1871791816088
89.87375519357407,90.18240029623962
89.8723095490651,90.17091895157179
89.86530741289282,90.15072326507456
89.86501918343048,90.14791946698561
89.85502763757223,90.15474539479155
89.8471403712071,90.15409575420196
89.84319673802455,90.11992972875788
89.83544111688902,90.13594302178034
89.83403144995833,90.13547081606545
89.82880693322186,90.1588010490701
89.82180152636064,90.13433098097184
89.8143496704599,90.11592477015779
89.80804051150558,90.11500734191172
89.80701106216351,90.10073242005785
89.79946885348095,90.14121414583413
89.79121567879129,90.15532798625797
89.78261172271343,90.12493960653303
89.77416639504888,90.08388591902937
89.76777138051004,90.04893002220764
89.76263231052198,90.03355083400233
89.75785383398893,90.03694049424664
89.74798739198242,90.0279963865196
89.74133481069,89.99917098726915
89.73611233813412,89.96340968329734
89.72699406622134,89.95015031035759
89.72029365110325,89.94353902151296
89.71139042698789,89.97885837364252
89.70188335192805,89.9674870058901
89.69888453901139,89.96396651808841
89.6925618884652,89.96465418043687
89.68413046122863,89.9651030824931
89.67669250575587,89.95893497199907
89.67587401585004,89.92406533959799
89.6689017247143,89.93983537513095
89.66187178768608,89.93380381589995
89.65522779195211,89.93873928550184
89.64749465680302,89.96511575641271
89.64738427105148,89.93159119483587
89.64396599227899,89.9228846208927
89.63754481222868,89.94974597143809
89.63629745323635,89.9694351099866
89.62754958684538,90.00275280048835
89.62141377440459,89.97677290061077
89.61401384069067,89.93248286640659
89.60826478721636,89.9047061317957
89.60372261795881,89.88353087396266
89.60223363682147,89.87861094013319
89.59461783763788,89.8580947261204
89.58864351546322,89.8342550833142
89.5820641158357,89.80211361432048
89.57416049602591,89.81757007255186
89.56652302852814,89.82372469145403
89.56519144929575,89.85511880802628
89.558754733473,89.85606117527547
89.55753313115602,89.88175816056025
89.55049747042217,89.88575862196305
89.54307750373854,89.84146490823382
89.54282688719894,89.78964370392224
89.53323763607962,89.77539535641596
89.5261639535869,89.75592780704274
89.51492995476973,89.7243881448129
89.4691120999971,89.69661508972708
89.46084379837113,89.67356082110125
89.45498435914529,89.69702883187728
89.44768581678834,89.677942726601
89.4396914353606,89.66766908382218
89.43863582050705,89.68687170739172
89.43311530642202,89.69635670530127
89.43030210510238,89.68620121616019
89.42763240525974,89.67830168471156
89.41949002515774,89.66771650881172
89.4127953337453,89.62946948124983
89.40617913886726,89.63666663224981
89.40589908612726,89.66720178414069
89.3980694656546,89.68614643212054
89.39168221900198,89.67699708866287
89.38997369286992,89.6321228276478
89.38356396023087,89.61887244910261
89.37678218672553,89.64150643420038
89.37560105918413,89.65058218715703
89.37077597533377,89.63446668510537
89.37077597533377,89.65640074277118
89.36232247094688,89.65988688833906
89.35679132712282,89.58332414874765
89.35496137666406,89.59186964126081
89.34806594671828,89.5992957404862
89.3478594844793,89.6351081489726
89.34235573267506,89.62829857461134
89.34153111022749,89.62016069170662
89.33456617814184,89.5752901102166
89.32932939632187,89.52377635066485
89.32233053083853,89.48870638856653
89.32113754704973,89.49610059857481
89.31365461960411,89.49889621994143
89.30782339007033,89.50094898608383
89.30120024497832,89.50969399062198
89.29372876494396,89.50887877140511
89.2927218015883,89.5281116488473
89.28692818497727,89.53179444458735
89.28672744644392,89.53428548304696
89.28449029521285,89.54348470451086
89.27982792813695,89.4872787328467
89.27296684042497,89.48125371499356
89.26641074445612,89.5014596223937
89.26012734217716,89.50879986603456
89.2535344509578,89.47782071812087
89.24712798900768,89.46689702591632
89.24069127318494,89.42934174906405
89.23633635086887,89.40176657065874
89.23034363106896,89.41760161113429
89.223157109808,89.40387289433245
89.21481685302547,89.38152959171371
89.20952242531304,89.34627851521566
89.20328440384304,89.37044481807916
89.19877657681931,89.38780849679539
89.19266774756221,89.40322775094015
89.18865011504252,89.41295396215861
89.18772532774634,89.40195218225577
89.18295380142727,89.42719863013983
89.17835112442444,89.40033032938045
89.17407510747893,89.36851184091898
89.17267525261504,89.3807646593392
89.16919319540833,89.36899712938961
89.16593027436022,89.34963301555393
89.16554842142713,89.34665219142641
89.15503233883105,89.34182547223158
89.1490972649236,89.2888742448932
89.14892718909901,89.27963291330926
89.14229872913748,89.28991473281042
89.1422529394924,89.29165801001241
89.14142790820871,89.30924205139559
89.13506478288699,89.28436682670556
89.12876707134394,89.2675448558441
89.12214188207135,89.2669749382973
88.95164127676104,89.23686415829565
88.94577366081286,89.18122728650606
88.93692603840938,89.1213156242793
88.92702566300518,89.11861199103897
88.92218463454626,89.10837105514948
88.92122059898287,89.14372638485732
88.91857420279888,89.15242805276709
88.91148334918927,89.15144480190621
88.9107952780047,89.12157768823018
88.90862517589677,89.09891999063763
88.90397834459334,89.1460195466364
88.90171257483408,89.13337015718288
88.89683107159959,89.14122594316702
88.8966389186247,89.14816225672449
88.89080155654916,89.1435019338292
88.88859833871578,89.08766882070354
88.86946072008881,89.0610883405704
88.86343692874401,89.0537861186884
88.8540549575359,88.99047907251169
88.85336402449852,88.93235238877085
88.84705077718304,88.9427629916488
88.84676418306516,88.93004941492497
88.84137081701246,88.91125562747222
88.83712914230075,88.87096073980132
88.82949208363911,88.83459722022947
88.82844832503294,88.79865807254686
88.8222115300713,88.79344704740225
88.81614889929541,88.83669168765579
88.8101811184986,88.86580940472975
88.80779760393773,88.88315877418188
88.80225215084957,88.86897052558477
88.79512245780886,88.83721990391868
88.78974626287305,88.82704274646342
88.78941142609341,88.83915410758722
88.78492772040056,88.84013694961199
88.77720194430157,88.86898401717663
88.74397665076222,88.82749573688082
88.73613967123946,88.80146922968592
88.73078677996232,88.78785948419407
88.73031212123072,88.7706675166469
88.72480468990143,88.74294106887838
88.72443224019904,88.73307299152741
88.71565902596882,88.73564007350474
88.70360653724583,88.71873306473097
88.69529653433594,88.7102313176823
88.68593255191696,88.69021919860151
88.685327065628,88.66568862275795
88.67651255894998,88.65950988252489
88.66621193298744,88.65127919382167
88.66484192316008,88.65640436338175
88.655302550047,88.65407236217158
88.64700399454838,88.64897703764801
88.64316584108394,88.64713972813915
88.63454798457812,88.6630602153631
