date,vhc_totalMile,Cumulative capacity,Ambient_Temp,MeanCurrent,Temp_offset,MeanPower,deep_char,FastChgNum,Rohm,Rp,Cp,Target
1,305238,152.13,20.3,95.49635036,7.649635036,58.30575457,1,1,0.026034372,0.032764951,13.81410629,97.74730756
2,305439,573.72,20.8,112.0736091,3.354493581,68.10584521,2,2,0.025739301,0.031766199,14.39746323,97.70237554
3,305641,1143.850833,20.8,97.99408867,2.155737705,59.23088136,2,3,0.025428837,0.031083317,14.75755773,97.65721832
4,306013,2139.873889,24.1,108.3022107,0.651102464,65.71053581,4,5,0.025292447,0.030840946,14.88403872,97.57405616
5,306753,3738.078611,21.3,108.602751,2.399725275,65.94179521,7,9,0.024956072,0.03033489,15.14795575,97.40864436
6,307293,4729.205556,24.5,152.365625,0.942857143,91.987335,8,11,0.025854857,0.03207592,14.22760562,97.28796739
7,307487,4952.391667,22.9,105.6590489,0.390393295,64.10935956,9,12,0.025818691,0.031975626,14.28336828,97.24461307
8,307688,5425.053889,23.2,54.83615946,0.655530601,33.15279213,10,12,0.025780173,0.031872291,14.33999991,97.19969671
9,307887,5945.836667,22.5,72.71444805,1.324959481,44.20872708,11,13,0.025649585,0.031546705,14.51465124,97.1552282
10,308093,6345.231111,22.6,100.5639868,0.471717877,60.91330605,12,14,0.025600027,0.031433641,14.57429805,97.10919846
11,308292,6838.481389,19.3,108.975,3.161917098,66.17415986,13,15,0.025546915,0.031318622,14.63462432,97.06473701
12,308797,7772.282778,22.5,134.1342282,0.003355705,81.96949819,15,17,0.02485762,0.030204918,15.21612555,96.95194093
13,309025,8204.027222,23.3,97.03319415,0.186807654,59.07417058,16,18,0.023566573,0.028886721,15.92363223,96.90103669
14,309128,8443.413333,24.7,93.81885965,0.692982456,57.12098241,17,19,0.023410468,0.028757244,15.99425267,96.87804552
15,309331,8716.862778,24.5,95.65652985,0.995335821,57.48053006,17,20,0.023249916,0.028629218,16.06429446,96.83274297
16,310847,9020.6375,20,101.3084034,1.713926174,61.23981331,17,21,0.022936462,0.028415932,16.18948227,96.49506394
17,311048,9300.673889,20.6,95.71470588,0.138235294,58.03333741,18,22,0.02277855,0.028332261,16.24032474,96.45041634
18,311250,9408.514167,22.1,97.37410208,1.060491493,58.91354166,19,23,0.022612153,0.028251654,16.28657628,96.40558776
19,311366,9729.216667,24.8,100.557935,0.719885277,61.17315119,20,24,0.022438424,0.028173718,16.32894051,96.37986525
20,311549,10043.65861,26.7,131.3274074,1.147887324,80.34660615,21,26,0.024642792,0.029942542,15.35482453,96.33931956
21,311646,10213.84528,23.5,97.289375,0.911458333,59.23205156,22,27,0.024526605,0.029810513,15.42520864,96.31784626
22,311796,10423.29361,23.8,127.4756501,0.370875995,77.6613679,23,28,0.024404789,0.029678127,15.49609015,96.2846665
23,311953,10745.16528,26.3,89.08864926,0.60953462,53.97682951,24,29,0.024277555,0.029545556,15.56728268,96.2499742
24,312050,11103.93722,25.9,75.95639464,0.580389769,46.10364664,25,30,0.024145124,0.029412999,15.63863027,96.22855939
25,312168,11457.89417,26,92.95545723,3.202064897,56.39024692,26,31,0.02400765,0.029280656,15.71003366,96.20252903
26,312308,11848.41056,27.2,93.70545455,4,56.9376832,28,32,0.023718193,0.029017306,15.85262981,96.17167574
27,312511,12221.77694,27.7,137.1888393,1.546875,83.39969397,29,33,0.022258543,0.028098067,16.36812438,96.12699743
28,312621,12505.53944,27.7,103.5956113,2.992957746,62.81606912,30,34,0.020305218,0.027417441,16.6808351,96.10281667
29,312738,12857.2325,27.4,105.4391941,1.990842491,64.00620987,31,35,0.020105847,0.027354845,16.70895867,96.07711988
30,312861,13139.75861,24.6,93.47155556,0.892222222,56.80395,32,36,0.019906873,0.027293101,16.73685973,96.05013115
31,312979,13377.44611,25.8,108.3553719,0.61053719,65.78134043,33,37,0.01970842,0.027232187,16.76456805,96.02426505
32,313080,13644.43833,26.9,90.46111111,0.532407407,54.86832806,34,38,0.019510573,0.027172073,16.79211037,96.00214588
33,313189,13777.99389,26,122.1110887,0.586693548,74.18054012,35,39,0.019313394,0.027112731,16.81951031,95.97829657
34,313604,14041.795,27.3,79.91833333,2.611111111,48.38421461,36,40,0.019116928,0.027054128,16.84679072,95.88771586
35,313713,14183.83222,24.9,94.99372881,1.177966102,57.5972452,37,41,0.018921202,0.026996235,16.87397291,95.86398695
36,313829,14472.53,25.1,98.3025974,0.307977737,59.63763093,38,42,0.022073605,0.028024357,16.40475987,95.83876432
37,314063,14845.95889,24.4,85.65760095,0.53084223,51.93039343,39,44,0.021692294,0.027881656,16.47242109,95.78798368
38,314171,15186.05417,25,97.70650602,0.214457831,59.38180547,40,45,0.021497506,0.027812266,16.5042272,95.76459386
39,314287,15450.16,26.8,102.7017341,0.026011561,62.36976986,41,46,0.021300839,0.027744007,16.5350753,95.73950646
40,314403,15588.01056,26.5,95.37265918,1.703358209,57.76519172,41,47,0.021102825,0.027676793,16.56517992,95.71445657
41,315174,15785.72917,25.9,93.30702703,2.821621622,56.50539489,42,50,0.02050483,0.027480913,16.65245252,95.54900362
42,315291,16049.89333,25.6,119.1617063,3.824404762,72.2129501,43,51,0.018726234,0.026939023,16.90107717,95.52406806
43,315408,16326.54667,25.6,94.9234375,1.466796875,57.52008447,44,52,0.016633606,0.026349929,17.19543783,95.4991822
44,315577,16695.35083,25,140.2598023,1.859967051,85.02647471,45,53,0.016263119,0.026250335,17.24783321,95.46332844
45,315686,17082.74389,27.9,103.6162612,4.191964286,62.80326803,45,54,0.016078835,0.026201402,17.27381853,95.44026523
46,315801,17459.58278,27.7,97.1871308,4.23506676,58.89807086,46,55,0.015895135,0.026153055,17.29964146,95.41601915
47,316092,17930.90333,27,101.8833034,2.291741472,61.62719806,47,56,0.015711967,0.026105297,17.32528814,95.35483499
48,316709,18525.68583,26.4,131.5096447,1.362025316,80.21606792,48,58,0.015346973,0.026011539,17.37599997,95.22674776
49,316850,18848.06083,26.6,136.9410463,1.018072289,83.40816978,49,59,0.015165009,0.025965539,17.40103479,95.19783343
50,316959,19188.17278,27,57.01960375,0.264859228,34.5695597,50,59,0.018532032,0.026882468,16.92811839,95.17558586
51,317084,19506.88889,27,69.54578313,1.331927711,42.17739053,51,60,0.0183386,0.02682655,16.95510749,95.15025255
52,317198,19853.26306,27.1,57.05609284,0.426982592,34.58754289,52,60,0.018145946,0.02677125,16.98205029,95.12714859
53,317315,20185.82111,27.3,180.580625,4.401960784,110.2120575,53,61,0.017954083,0.026716552,17.00894857,95.10362061
54,317432,20510.56,27,96.18043165,3.754676259,58.33540361,54,62,0.017763022,0.026662443,17.03579949,95.08022133
55,317549,20851.96278,28.7,70.90742515,2.85988024,42.99282715,55,63,0.017572773,0.026608917,17.06259654,95.05695618
56,317723,21304.38667,29.2,94.92834711,1.004958678,57.39626678,56,64,0.017383343,0.026555971,17.08933126,95.02261608
57,317846,21785.90167,27.6,69.29323915,1.903632694,41.96016108,57,65,0.017194729,0.026503601,17.11599333,94.99853644
58,317995,22142.07833,25.6,119.0101626,2.260840108,72.20078822,58,66,0.017006919,0.026451805,17.14257226,94.96959299
59,318195,22702.44694,25.4,129.0945638,2.38369153,78.31236641,59,67,0.016819889,0.026400581,17.16905746,94.93114859
60,318304,23174.43167,25.9,112.8243304,1.313616071,68.75379326,60,68,0.01644803,0.026299846,17.22170113,94.91039927
61,318420,23490.86556,26.1,68.54145759,0.044802867,41.57857306,61,69,0.014983297,0.025920125,17.4258338,94.88847907
62,318538,23808.00806,26.1,133.8821918,3.770547945,81.25475479,62,70,0.012981728,0.025459356,17.67870598,94.86635499
63,318655,24045.06833,26.3,92.96808847,3.387223975,56.42995335,63,71,0.01130757,0.025135823,17.84882294,94.84459374
64,319020,24752.77028,27.3,101.50317,1.063994374,61.59102303,64,73,0.010927783,0.025070409,17.88101021,94.7778376
65,319249,25339.82694,28.2,99.75023077,0.563076923,60.26051628,65,74,0.010736643,0.025038636,17.89627899,94.7368239
66,319337,25700.21917,26.6,93.01287425,0.465568862,56.46003859,66,75,0.010544632,0.025007497,17.91098615,94.72123739
67,319540,26219.06972,28.1,98.98093492,1.212648946,59.9027658,68,77,0.010157941,0.024947118,17.9387038,94.68563921
68,319744,26796.41083,27.9,93.34006163,0.979198767,56.59992535,69,78,0.014801755,0.025875293,17.45038078,94.65820754
69,319944,27181.92917,25.2,93.4010274,0.359589041,56.78614476,70,79,0.014620303,0.025831042,17.47465885,94.63513283
70,320131,27339.17389,26.5,95.38959025,0.636766334,57.75868581,71,80,0.014438873,0.02578737,17.49865359,94.61326228
71,320177,27634.05639,24.9,63.82623377,0.098701299,38.8170346,72,80,0.014257407,0.025744283,17.52235127,94.60576509
72,320338,27956.49194,26,115.5313333,1.016611296,70.43161737,73,81,0.014075856,0.025701785,17.54573853,94.58504883
73,320456,28053.54444,25.9,95.55248619,2.081952118,58.11475858,74,82,0.013894169,0.02565988,17.56880243,94.56604491
74,320574,28376.10222,27.4,94.38152672,1.951908397,57.28322188,75,83,0.013712289,0.02561857,17.59152816,94.54715275
75,320708,28706.57778,27.9,136.0029915,2.319444444,82.80625592,76,84,0.013530157,0.025577858,17.61389824,94.53304661
76,320818,29065.41778,27,92.80695652,3.064130435,56.21189524,77,85,0.013347721,0.025537749,17.63589522,94.52739861
77,320911,29272.16306,24.5,76.20895522,0.73880597,46.25240734,78,86,0.013164927,0.025498248,17.65750276,94.51373428
78,321029,29613.54111,26.1,92.6840796,2.434494196,56.28802182,79,87,0.012798077,0.025421072,17.69948862,94.49542186
79,321358,29963.01639,27,66.84513274,0.08360302,40.49134771,80,88,0.01261392,0.02538339,17.71983497,94.45168182
80,321522,30318.12417,27.5,69.07989556,1.005874674,41.87215918,81,89,0.012429214,0.025346297,17.73972908,94.44185176
81,321671,30664.08528,26.8,100.7288557,0.721393035,61.20503831,82,90,0.012243923,0.025309783,17.75915602,94.42504535
82,321834,31014.16111,26.7,63.40940476,0.157142857,38.40196586,83,90,0.012058017,0.025273842,17.77810238,94.40637576
83,321924,31271.345,27.2,85.78561279,0.897868561,52.16100188,84,91,0.011871462,0.02523847,17.7965544,94.3931339
84,322043,31572.75611,27.5,94.54508475,1.006779661,57.43767329,85,92,0.011684225,0.025203669,17.81449869,94.38089158
85,322160,31915.40111,27.6,99.53138686,1.293260474,60.52668633,86,93,0.011496272,0.025169448,17.83192413,94.36350354
86,326644,32480.95083,20.6,119.3207547,1.583333333,72.83299682,88,95,0.00816659,0.026071104,14.65838155,93.90789537
87,326762,32689.12472,21.2,79.21280353,2.821192053,48.18377181,89,96,0.008602178,0.026360978,14.57430859,93.89660212
88,326967,32973.2975,21.2,88.76820041,2.337423313,53.78116776,90,97,0.008713833,0.026434777,14.55318774,93.87691091
89,327701,33677.935,23.3,94.94705882,0.972689076,57.78502563,93,100,0.00905585,0.026659177,14.48956641,93.8147202
90,327908,34007.25806,24.1,74.43417346,0.52483321,45.01855265,94,101,0.009172252,0.026734921,14.46827731,93.78954731
91,328114,34493.10972,22.6,102.7362482,0.605077574,62.37269597,95,102,0.009408658,0.026887654,14.42560319,93.76862059
92,328343,34848.04861,24.3,97.08369305,2.418465228,59.17821269,96,103,0.008273877,0.026142754,14.63741638,93.75099333
93,328498,35060.95083,19.8,78.7778022,4.804395604,47.76300723,97,104,0.008382224,0.026214955,14.61641974,93.73980309
94,329633,35334.77389,21.1,84.16226087,0.567826087,51.09422,99,106,0.009528651,0.026964589,14.40422951,93.70048816
95,329751,35587.98806,22,95.32591304,0.404761905,57.92776151,100,107,0.010785854,0.027748628,14.18991082,93.70451863
96,329907,35881.81083,22.3,95.97025974,0.618709677,58.16067844,101,108,0.01091607,0.027827656,14.16851692,93.7038697
97,330014,36145.99417,22.7,93.96332237,0.170230263,57.0641539,102,109,0.011046821,0.027906605,14.14714755,93.70133297
98,330131,36447.6325,22.6,76.59174964,0.644870349,46.46747607,103,110,0.011178043,0.027985424,14.12581385,93.70051701
99,330905,36663.05306,24.1,142.1817722,1.086075949,86.6317482,104,111,0.011309683,0.028064067,14.10453066,93.71183396
100,331023,36948.64861,21.4,97.0926009,2.686098655,59.10916067,105,112,0.011441688,0.028142495,14.08331245,93.70466954
101,331475,37386.72639,16.8,97.03768421,5.701052632,59.00127463,107,114,0.011706595,0.028298567,14.04111501,93.70733232
102,331691,37626.30722,17,80.19450549,3.080586081,48.71999139,108,115,0.009649818,0.027041874,14.38283569,93.71201828
103,331873,37940.12389,13.2,100.048203,6.279069767,60.72683746,109,116,0.009772127,0.027119487,14.36142227,93.71267242
104,332144,38148.35194,15.2,97.44737903,5.057459677,59.36619615,110,117,0.009895538,0.02719741,14.33999026,93.70101222
105,332477,38509.15389,17.2,97.94905263,2.613684211,59.48426516,112,119,0.010145455,0.027354064,14.2970869,93.68651556
106,332593,38734.09278,18,97.461167,2.406438632,59.32116203,113,120,0.01027187,0.027432726,14.27563114,93.67880941
107,332975,38975.00833,17.2,97.94916667,2.29375,59.64248531,114,121,0.010399185,0.027511564,14.25418303,93.64692677
108,333092,39203.35417,17.5,109.7083744,2.341133005,66.88680483,115,122,0.010527334,0.027590529,14.23274635,93.63376457
109,333465,39393.14944,20.2,98.15,4.29,59.59872284,115,123,0.010656248,0.027669568,14.21132202,93.59130877
110,333555,39525.17722,18.5,72.15502008,3.464071856,43.91641851,116,124,0.011839381,0.028376137,14.02014839,93.57997863
111,333669,39681.11639,16,116.4734043,7.438829787,71.22821197,117,125,0.013301596,0.029197841,13.79741683,93.56566469
112,333784,39894.48833,19,96.42059553,6.197270471,58.7608329,118,126,0.014490557,0.029818008,13.63213162,93.55128497
113,333900,40103.52611,19.3,104.3560976,5.16395664,63.68802753,119,127,0.014622494,0.02988472,13.61481154,93.53685695
114,334018,40287.44083,17.4,96.78066298,6.169863014,58.92900519,120,128,0.014754525,0.02995121,13.59767179,93.52227204
115,334253,40454.44111,19.2,97.98590131,2.570493454,59.30010846,121,129,0.014886751,0.030017589,13.58070292,93.49611101
116,334426,40813.36444,15,116.5721774,6.416666667,71.0551194,122,130,0.015019297,0.030083985,13.56389657,93.47494481
117,334530,41056.49667,15.7,44.01618625,4.8089701,26.71944496,123,130,0.015152301,0.030150555,13.54724477,93.46299616
118,334899,41437.32861,21.2,44.5228967,0.139510117,26.95222419,125,131,0.012504558,0.028757851,13.91678127,93.42006954
119,335016,41627.87222,20.9,60.28583765,2.163212435,36.54427288,126,131,0.012637611,0.028832695,13.89646728,93.40636208
120,335322,41776.89806,21.6,116.7652083,0.264583333,70.86236917,127,132,0.012770603,0.028906954,13.87630463,93.37064487
121,335435,41970.21722,12.6,116.7612245,0.841836735,70.94205513,128,133,0.012903511,0.028980608,13.8563075,93.35763275
122,335552,42108.29444,8.8,106.9606771,8.10546875,65.35777703,129,134,0.013036324,0.029053646,13.83648776,93.344232
123,335669,42320.01861,10.7,92.42184154,8.585653105,56.31452512,130,135,0.013169022,0.029126059,13.81685506,93.33088598
124,336329,42527.35167,6.7,40.26595982,9.290736607,24.46060777,131,135,0.013434048,0.029268987,13.77818282,93.25588786
125,336441,42652.81694,7.5,154.8861472,7.883116883,94.82600766,132,136,0.013566385,0.029339507,13.75916252,93.24311507
126,336558,42752.34056,6.5,97.62851064,8.642706131,59.55605411,133,137,0.013698608,0.029409415,13.74036175,93.22973758
127,336677,42965.43889,9.4,51.52889447,8.559045226,31.31584639,134,137,0.013830728,0.029478741,13.72178234,93.21609
128,336843,43179.68611,10.3,137.2279236,8.213603819,83.82893778,135,138,0.013962771,0.029547523,13.70342363,93.1969741
129,337038,43444.07694,13.6,132.1118321,4.576335878,80.42794865,136,139,0.014094764,0.029615799,13.68528333,93.17439141
130,337155,43707.32417,16.4,109.2954286,5.341428571,66.73997177,137,140,0.01422672,0.029683609,13.6673581,93.16077178
131,337260,43875.94944,16.1,115.9289552,4.380597015,70.85046842,138,141,0.014358646,0.029750993,13.64964323,93.14850299
132,337896,43984.98667,11.7,95.77890295,8.489451477,58.49818717,139,142,0.015420316,0.030284943,13.51436747,93.07323531
133,338012,44114.51583,14.5,72.09765494,8.001675042,43.83623638,140,143,0.017068516,0.031185164,13.33602381,93.0593318
134,338195,44359.21389,15.3,53.52353896,4.767045455,32.35017209,141,143,0.0199586,0.032653438,13.12017022,93.03729168
135,338312,44626.53306,16.6,59.09671053,3.735745614,35.83241239,142,143,0.020249941,0.032785475,13.09980772,93.02313374
136,338430,44750.40806,15.6,97.25137845,3.81625,59.24317484,143,144,0.020540404,0.032914878,13.07975756,93.00880358
137,338614,44954.17944,16.9,120.6439271,2.666666667,73.36349794,144,145,0.020828814,0.033041151,13.06005864,92.98635917
138,338809,45239.1475,16.6,119.6880357,2.560606061,72.70378425,145,146,0.021113995,0.033163682,13.0407573,92.96244758
139,338926,45531.91139,15.5,67.5130094,4.936887255,40.99086072,146,147,0.0213949,0.03328186,13.02194512,92.94804206
140,339043,45734.71889,15.6,73.80222672,6.639393939,44.86389455,147,148,0.02167064,0.033395101,13.00376606,92.93359517
141,339255,45962.41306,16.2,45.39395349,5.790697674,27.55965628,148,149,0.015692361,0.030422523,13.48200923,92.90732016
142,339372,46164.81028,16.3,72.43834423,3.25,43.97821401,149,150,0.015830574,0.030493277,13.46600088,92.89276941
143,339528,46338.525,15.9,126.350503,1.587349398,76.86475262,150,151,0.015970757,0.030565876,13.45007747,92.87331723
144,339694,46619.31944,15.3,54.16753927,4.039267016,32.70844445,151,151,0.016113419,0.030640834,13.43420318,92.85255802
145,339811,46813.37056,18.2,71.85893333,5.94386423,43.65607965,152,152,0.01625919,0.03071878,13.41833014,92.83789152
146,339928,46963.96306,17.4,73.26936508,3.416774194,44.5007249,153,153,0.016408831,0.030800468,13.40240014,92.82319747
147,340090,47161.28444,17.4,113.3001575,1.412598425,68.79629235,154,154,0.016563278,0.030886799,13.38633556,92.80280875
148,340207,47450.20917,13.2,94.77852941,6.51097561,57.78741494,155,155,0.0167237,0.030978849,13.37002557,92.7880544
149,340325,47621.95944,9.8,95.34181818,6.537662338,58.09069584,156,156,0.016891539,0.031077865,13.35331871,92.77315075
150,340631,47996.35444,3.9,131.7176245,5.344827586,80.05477483,158,158,0.017458087,0.031429277,13.29868456,92.73440337
151,340800,48283.23667,7,112.7090909,7.615702479,68.64267438,159,159,0.017716073,0.031561925,13.28088893,92.7129478
152,340968,48558.14028,10,107.6207207,6.93963964,65.49800085,160,160,0.017980098,0.031696718,13.26233144,92.69158418
153,341063,48736.12333,12.2,81.94157895,8.765789474,49.98582132,161,161,0.018249927,0.031833066,13.2430575,92.67948945
